0.000000,1.710114
100.000000,1.689700
200.000000,1.692252
300.000000,1.687148
400.000000,1.674389
500.000000,1.671837
600.000000,1.671837
700.000000,1.669285
800.000000,1.664182
900.000000,1.661630
1000.000000,1.661630
1100.000000,1.648871
1200.000000,1.651422
1300.000000,1.648871
1400.000000,1.651422
1500.000000,1.656526
1600.000000,1.664182
1700.000000,1.697355
1800.000000,1.738184
1900.000000,1.784117
2000.000000,1.837705
2100.000000,1.893845
2200.000000,1.939778
2300.000000,1.995918
2400.000000,2.036747
2500.000000,2.052058
2600.000000,2.077576
2700.000000,2.092887
2800.000000,2.087783
2900.000000,2.082680
3000.000000,2.064817
3100.000000,2.052058
3200.000000,2.029091
3300.000000,1.995918
3400.000000,1.970400
3500.000000,1.957641
3600.000000,1.929571
3700.000000,1.914260
3800.000000,1.875982
3900.000000,1.865775
4000.000000,1.837705
4100.000000,1.817291
4200.000000,1.801980
4300.000000,1.796876
4400.000000,1.776462
4500.000000,1.766254
4600.000000,1.771358
4700.000000,1.784117
4800.000000,1.784117
4900.000000,1.794324
5000.000000,1.809635
5100.000000,1.814739
5200.000000,1.835153
5300.000000,1.847912
5400.000000,1.840257
5500.000000,1.853016
5600.000000,1.855568
5700.000000,1.855568
5800.000000,1.842809
5900.000000,1.837705
6000.000000,1.842809
6100.000000,1.827498
6200.000000,1.817291
6300.000000,1.807083
6400.000000,1.789221
6500.000000,1.786669
6600.000000,1.773910
6700.000000,1.763702
6800.000000,1.753495
6900.000000,1.750943
7000.000000,1.735632
7100.000000,1.722873
7200.000000,1.710114
7300.000000,1.707562
7400.000000,1.692252
7500.000000,1.692252
7600.000000,1.692252
7700.000000,1.684596
7800.000000,1.669285
7900.000000,1.671837
8000.000000,1.661630
8100.000000,1.671837
8200.000000,1.669285
8300.000000,1.656526
8400.000000,1.661630
8500.000000,1.669285
8600.000000,1.664182
8700.000000,1.659078
8800.000000,1.674389
8900.000000,1.687148
9000.000000,1.705011
9100.000000,1.725425
9200.000000,1.773910
9300.000000,1.824946
9400.000000,1.886190
9500.000000,1.937226
9600.000000,2.006125
9700.000000,2.041851
9800.000000,2.085231
9900.000000,2.110750
10000.000000,2.126060
10100.000000,2.131164
10200.000000,2.126060
10300.000000,2.123509
10400.000000,2.097990
10500.000000,2.069920
10600.000000,2.057161
10700.000000,2.029091
10800.000000,1.995918
10900.000000,1.975503
11000.000000,1.947433
11100.000000,1.921915
11200.000000,1.896397
11300.000000,1.865775
11400.000000,1.847912
11500.000000,1.835153
11600.000000,1.807083
11700.000000,1.791772
11800.000000,1.781565
11900.000000,1.768806
12000.000000,1.776462
12100.000000,1.786669
12200.000000,1.794324
12300.000000,1.812187
12400.000000,1.830050
12500.000000,1.837705
12600.000000,1.847912
12700.000000,1.860671
12800.000000,1.858120
12900.000000,1.875982
13000.000000,1.870879
13100.000000,1.875982
13200.000000,1.865775
13300.000000,1.860671
13400.000000,1.853016
13500.000000,1.840257
13600.000000,1.830050
13700.000000,1.817291
13800.000000,1.804531
13900.000000,1.786669
14000.000000,1.779013
14100.000000,1.766254
14200.000000,1.753495
14300.000000,1.745840
14400.000000,1.730529
14500.000000,1.725425
14600.000000,1.725425
14700.000000,1.712666
14800.000000,1.702459
14900.000000,1.694803
15000.000000,1.689700
15100.000000,1.689700
15200.000000,1.682044
15300.000000,1.671837
15400.000000,1.674389
15500.000000,1.682044
15600.000000,1.671837
15700.000000,1.676941
15800.000000,1.674389
15900.000000,1.674389
16000.000000,1.671837
16100.000000,1.671837
16200.000000,1.674389
